paperId,search_topic
a411785ea626f8f63740081d1d83a0307d34b473,behavioral economics
9af56d9d5eea78a43e93d39625175c09774176ca,behavioral economics
385452814f6b9311d7d5bb7c747c5b98f69ef49b,behavioral economics
9489cbb9988c68ea90c55c3ab3b19d6a0a2162a2,behavioral economics
67e94ee17a934691bfae80c8a24a94b32774d78c,behavioral economics
f240d4ff023d9966a8a92d59cf65f1935ea5ef97,behavioral economics
e487ab757b799e6e5e867b4399377461c20a9487,behavioral economics
dc34bc37f469d4492c44510ea5b47540c971a2ad,behavioral economics
4ae40f39b304610cb1bbe551a19c37a8291b57a9,behavioral economics
5e527ae4a379da24ca18f8468905e9d708ee7f57,behavioral economics
9b9657e92c97aec3d1c08d5ddb4cd6d2cc5d439b,behavioral economics
973ef4cec9cb16e9bc0ab409cbde259e0d00b80f,behavioral economics
8330425b096494d9097ad2b45a59950ac7bcfc42,behavioral economics
ef47961c0cb3e8ee825356cbb88a9d3991625fff,behavioral economics
b0afc2ddcca3cf07a2c4f9af1eaae1a7cc8ae734,behavioral economics
52b76e9c540c3d022cac843f6cbd6244483702c8,behavioral economics
c0a737a5f1bcc70c368991c9daec41056894337e,climate change policy
4655820b920fcd9baf8767f066f099eb0a338f28,climate change policy
c27a778817432c09f5975c50decb228e4a250bc8,climate change policy
e5dfddb4ed0f8bbefa22b2376388661ac5736ec6,climate change policy
c64592a9ce84568d342f6d4261e322d4663f386c,climate change policy
b945062d4d0dd34731f871ed8f5993b833ba73d5,climate change policy
d649d5e8543d9d4782ac922a199a2a4205d1bdc8,climate change policy
30d16a828556f009221a2180a2ea02f1af6f410f,climate change policy
10de0ea67c1545ff1a08c88d090a5e7e1a2f78d9,climate change policy
9984d013e5d4ae4e3cff0622acef53deca87edc8,climate change policy
efe8b33e33d446cbb3b561bbcbf7df76802d76c3,climate change policy
de4e993270a39f5955588a070b62ce3b7d7b1e26,climate change policy
b2053b7308bc798bc3785eb5d7888cfacbe5b500,climate change policy
a702cdc6a39acadb7fb05801f5fc0b5e1fb1a1d4,climate change policy
8ebce2b19aa36b08fdf7709cdec53c2e892bf308,climate change policy
ff6a17a475b96c038c48e6379dc4de59860e0360,climate change policy
923c79fd579c566b2523c6b25d3e20fb9bf39af6,climate change policy
12898ae5baac031daae6467b02d1ff8cda437dfa,climate change policy
3d96143a7ab3fe1a5330671e84d36ec3696a459e,climate change policy
0b1ee05d36531f86c055a4ec563184e5020fea45,climate change policy
3bf4b45abeceaffc738e48879f6eaf265205788e,climate change policy
82daae41d2511e3eae1329cff89171ab2b9e716d,social network analysis
c55424e723193df3991474c36f89a6e8ebdb1f78,social network analysis
bf75b83468f1a3b106934273de575a91abfbddf3,social network analysis
4505079bff4473946aeff9dd6207d49110bfaf13,social network analysis
86dd8afe3104dba8ffead7b6aa102a026147f747,social network analysis
a4e61a951b4b74cae18419efadd35d74ea89ed83,social network analysis
5a45e47a6ee2f80223ae1d50ad1c418d2769564a,social network analysis
eb2857ecf2f025d18efc3b91ad507207ff33d022,social network analysis
3c1179c10bcf95a27680ae3671c2e19f203ff1df,social network analysis
1905a8c0be7e6f2994e54c6e5ca272bffbd984d2,social network analysis
88fba5e9dd36fec4f24e9575b8f8ae8053500107,social network analysis
1f6ff6ad1d6c43cfa1963b2b1e87252c10c26340,social network analysis
d89b03837d991c9c911bda9cb5811688a88fb9a5,social network analysis
081dde40713c7134baf72055a7490d0e717057db,social network analysis
30aaf3ae2ea5f73b9a7de6f7e1c17332022e55df,social network analysis
319d0cde8e23477837d4a7fe3cdff53fc1953cf4,social network analysis
19864ebe547028815041e33837ca43c73249aba9,social network analysis
449621ad8e508fbe10608a46fd9b8e9a3b1edb32,social network analysis
ddf6554632178318a712b96f0d6c722fd6ff4794,social network analysis
4f8278acc33e4048df088b10016dee1004512063,social network analysis
d89f8739e07eaf3dccd6546ca8c52bb44e7753ea,social network analysis
3d875acd11c014627a4ef2767eddfc50d3de8a65,education technology
e5a17b3bb700428309dbfc9b223c78e436918566,education technology
889c674b6e918e467665c23b351103adda30f730,education technology
6b7c4f161d8fdbee4af4c07cb4f5e454e28062f5,education technology
b38acee72295a3ce9744aadc8c09e21054a10af9,education technology
f61b00c87d08e6324192413b0b9a718ce29dc1cb,education technology
3d87c816e49b22dfa6061e0bf2e09561949723d0,education technology
d568e120a0add6e7a06885181ebb924f017ccca8,education technology
e46ea81753546ea45f2ed660ff7db7233bc0bb47,education technology
fcf3cb0f5e2344e20d8ae5b6132e41c17b63a375,education technology
5d08e7cea35eba5ed0d43be0560cff672df242b6,education technology
55df6fb86ad785dee8959ff6fa4a0cf5515d3e51,education technology
59caa54c041f80b78898503f58360dbfc97f71f6,education technology
c2646982f6498bfc8a77f2f6d39ebe1169ce2baf,education technology
4566f31b18350d8a0a08a14dad79e1e1db1973c1,education technology
eb2d243070a501995d1d78464e4b7153d24f478f,education technology
d40e1295f35bdc11f65c434e72d0ca4aea0779b0,education technology
9efe850a5bba68afcd76c8298a4aa0276fcaf514,education technology
b38a34de71874e3cedd0b7cd15a45b5f3f5e1827,education technology
8d9ffc2fa44a5af4cb8ceaadd7fc709b0cb59988,education technology
3aae59b3d9ef1b9f4808d8095c4ba1c99b8dcaad,education technology
fa3609e00f9f422a309c621a35394c4a38f88687,cognitive psychology
fc3fe217de5d8de1a5814daf94de52e0d941cf21,cognitive psychology
8d90420257a11da7ecc3402d9e732c68525e9625,cognitive psychology
04ee78d1bf538adc97ef24cf10b473576770ffc7,cognitive psychology
7932c0aa694044775589424df6f4bfa439702a34,cognitive psychology
d8fa05121fce2719cfe96c32b4b3cc8f7c043b54,cognitive psychology
e73590fdfd6dab391111bb734053ae24207e2c71,cognitive psychology
39fb9fa2615620f043084a2ecbbdb1a1f8c707c9,cognitive psychology
216b41cb3c911cafecdda724b29cf6ec95cb02fe,cognitive psychology
ce20a401e8e2055589158aa57f5d6e3c38a919fd,cognitive psychology
1fe38a6a3cfa3349ea69dcc03a9d0e05f3b0bf25,cognitive psychology
88238f0efb8c45d204e7086a04c634fab3e49055,cognitive psychology
9c570ea4b16fbda5029aab4cc972f2ebe4f30d2f,cognitive psychology
8fe188953a9bf7475392320cfc4ae39ff2455c46,cognitive psychology
b919bdba5cbafcb555b65ccbd5874b77f36c10e1,cognitive psychology
